index,Release_Week,Region,Week,Sites_Reporting,Total_Patient_Visits,Total_ILI,Perc_Unweighted_ILI,Perc_Weighted_ILI
1594,1204,Region 6,201147,150,54699,1289,2.357,2.157
1595,1204,Region 6,201148,146,65483,1504,2.297,2.203
1596,1204,Region 6,201149,148,57662,1228,2.13,2.028
1597,1204,Region 6,201150,142,61848,1457,2.356,2.176
1598,1204,Region 6,201151,139,57050,1360,2.384,2.258
1599,1204,Region 6,201152,131,51109,1285,2.514,2.321
1600,1204,Region 6,201201,147,61407,1419,2.311,2.159
1601,1204,Region 6,201202,138,60979,1245,2.042,1.954
1602,1204,Region 6,201203,137,61977,1324,2.136,2.073
1603,1204,Region 6,201204,129,63948,1423,2.225,2.253
1604,1204,Region 7,201140,95,24805,223,0.899,0.903
1605,1204,Region 7,201141,98,25313,211,0.834,0.858
1606,1204,Region 7,201142,98,24686,184,0.745,0.765
1607,1204,Region 7,201143,101,28155,280,0.994,0.987
1608,1204,Region 7,201144,102,27448,304,1.108,1.181
1609,1204,Region 7,201145,102,28140,253,0.899,0.91
1610,1204,Region 7,201146,100,27709,224,0.808,0.871
1611,1204,Region 7,201147,102,19417,171,0.881,0.902
1612,1204,Region 7,201148,103,28154,276,0.98,1.047
1613,1204,Region 7,201149,102,25940,208,0.802,0.83
1614,1204,Region 7,201150,94,22069,329,1.491,1.492
1615,1204,Region 7,201151,97,19283,267,1.385,1.449
1616,1204,Region 7,201152,95,18035,342,1.896,1.933
1617,1204,Region 7,201201,94,20977,284,1.354,1.481
1618,1204,Region 7,201202,91,23463,324,1.381,1.52
1619,1204,Region 7,201203,83,21951,363,1.654,1.719
1620,1204,Region 7,201204,77,22526,322,1.429,1.457
1621,1204,Region 8,201140,109,48113,496,1.031,1.037
1622,1204,Region 8,201141,122,52851,523,0.99,0.868
1623,1204,Region 8,201142,125,53597,514,0.959,0.862
1624,1204,Region 8,201143,123,52895,532,1.006,0.911
1625,1204,Region 8,201144,125,51803,590,1.139,0.981
1626,1204,Region 8,201145,123,51760,595,1.15,0.998
1627,1204,Region 8,201146,122,53153,612,1.151,1.058
1628,1204,Region 8,201147,125,43357,577,1.331,1.092
1629,1204,Region 8,201148,122,52120,564,1.082,0.994
1630,1204,Region 8,201149,122,50761,539,1.062,0.965
1631,1204,Region 8,201150,122,51817,607,1.171,1.05
1632,1204,Region 8,201151,118,44147,545,1.235,1.085
1633,1204,Region 8,201152,112,40203,566,1.408,1.144
1634,1204,Region 8,201201,114,45291,584,1.289,1.056
1635,1204,Region 8,201202,116,49608,671,1.353,1.16
1636,1204,Region 8,201203,114,46791,636,1.359,1.183
1637,1204,Region 8,201204,103,46905,739,1.576,1.37
1638,1204,Region 9,201140,203,81572,909,1.114,1.303
1639,1204,Region 9,201141,210,90938,1083,1.191,1.6
1640,1204,Region 9,201142,206,86253,1216,1.41,1.788
1641,1204,Region 9,201143,210,87059,1217,1.398,1.697
1642,1204,Region 9,201144,212,79581,1364,1.714,1.995
1643,1204,Region 9,201145,212,83107,1241,1.493,1.726
1644,1204,Region 9,201146,207,89246,1518,1.701,2.064
1645,1204,Region 9,201147,210,69427,1146,1.651,2.021
1646,1204,Region 9,201148,207,74566,1007,1.35,1.261
1647,1204,Region 9,201149,206,65203,940,1.442,1.314
1648,1204,Region 9,201150,208,68407,1046,1.529,1.539
1649,1204,Region 9,201151,195,51444,892,1.734,1.666
1650,1204,Region 9,201152,190,46173,922,1.997,1.895
1651,1204,Region 9,201201,185,50776,950,1.871,1.617
1652,1204,Region 9,201202,181,58107,1033,1.778,1.754
1653,1204,Region 9,201203,174,53210,1110,2.086,1.882
1654,1204,Region 9,201204,136,46698,1006,2.154,2.049
1655,1204,Region 10,201140,43,13264,110,0.829,0.449
1656,1204,Region 10,201141,47,12878,126,0.978,0.715
1657,1204,Region 10,201142,48,13781,109,0.791,0.543
1658,1204,Region 10,201143,52,14456,135,0.934,0.715
1659,1204,Region 10,201144,51,13173,154,1.169,0.961
1660,1204,Region 10,201145,47,13023,136,1.044,0.774
1661,1204,Region 10,201146,47,13182,161,1.221,0.919
1662,1204,Region 10,201147,49,9498,119,1.253,1.275
1663,1204,Region 10,201148,49,13785,167,1.211,0.836
1664,1204,Region 10,201149,49,13357,121,0.906,0.62
1665,1204,Region 10,201150,46,10962,158,1.441,1.26
1666,1204,Region 10,201151,46,9467,137,1.447,1.626
1667,1204,Region 10,201152,48,8475,163,1.923,2.002
1668,1204,Region 10,201201,46,9786,149,1.523,1.715
1669,1204,Region 10,201202,43,10646,123,1.155,1.173
1670,1204,Region 10,201203,42,9009,145,1.61,1.689
1671,1204,Region 10,201204,38,9414,167,1.774,1.321
1672,1205,National,201140,1795,754396,8726,1.157,1.117
1673,1205,National,201141,1830,772591,9212,1.192,1.155
1674,1205,National,201142,1848,770385,9333,1.211,1.243
1675,1205,National,201143,1842,765604,9620,1.257,1.264
1676,1205,National,201144,1862,760662,10609,1.395,1.405
1677,1205,National,201145,1877,774091,10873,1.405,1.381
1678,1205,National,201146,1829,775583,10978,1.415,1.444
1679,1205,National,201147,1849,616956,9817,1.591,1.544
1680,1205,National,201148,1831,755747,10733,1.42,1.303
1681,1205,National,201149,1817,704792,10026,1.423,1.318
1682,1205,National,201150,1784,695321,10944,1.574,1.492
1683,1205,National,201151,1749,611447,10694,1.749,1.631
1684,1205,National,201152,1715,554244,11235,2.027,1.873
1685,1205,National,201201,1738,629131,10451,1.661,1.53
1686,1205,National,201202,1704,681062,9827,1.443,1.394
1687,1205,National,201203,1650,651693,10619,1.629,1.532
1688,1205,National,201204,1577,687921,10964,1.594,1.59
1689,1205,National,201205,1356,588183,10400,1.768,1.72
1690,1205,Region 1,201140,147,50479,253,0.501,0.416
1691,1205,Region 1,201141,152,48637,387,0.796,0.69
1692,1205,Region 1,201142,156,54769,364,0.665,0.62
1693,1205,Region 1,201143,156,55261,416,0.753,0.666
1694,1205,Region 1,201144,154,54553,421,0.772,0.661
1695,1205,Region 1,201145,159,56874,457,0.804,0.723
1696,1205,Region 1,201146,155,57897,373,0.644,0.581
1697,1205,Region 1,201147,150,37425,317,0.847,0.662
1698,1205,Region 1,201148,154,56914,405,0.712,0.611
1699,1205,Region 1,201149,149,51887,359,0.692,0.62
1700,1205,Region 1,201150,155,52484,424,0.808,0.773
1701,1205,Region 1,201151,158,44538,419,0.941,0.838
1702,1205,Region 1,201152,148,34109,377,1.105,0.974
1703,1205,Region 1,201201,154,41699,389,0.933,0.899
1704,1205,Region 1,201202,149,46257,390,0.843,0.735
1705,1205,Region 1,201203,142,41755,380,0.91,0.861
1706,1205,Region 1,201204,126,46452,423,0.911,0.862
1707,1205,Region 1,201205,107,39872,327,0.82,0.754
1708,1205,Region 2,201140,204,119254,1347,1.13,0.835
1709,1205,Region 2,201141,201,118627,1550,1.307,0.871
1710,1205,Region 2,201142,194,115986,1494,1.288,0.856
1711,1205,Region 2,201143,189,112555,1474,1.31,0.938
1712,1205,Region 2,201144,196,115722,1770,1.53,1.165
1713,1205,Region 2,201145,197,117824,1905,1.617,1.088
1714,1205,Region 2,201146,187,117255,1882,1.605,1.199
1715,1205,Region 2,201147,187,100540,1963,1.952,1.196
1716,1205,Region 2,201148,182,114820,2268,1.975,1.225
1717,1205,Region 2,201149,191,116016,2326,2.005,1.272
1718,1205,Region 2,201150,190,115497,2299,1.991,1.215
1719,1205,Region 2,201151,191,107259,2335,2.177,1.106
1720,1205,Region 2,201152,177,98109,2270,2.314,1.115
1721,1205,Region 2,201201,181,108847,2203,2.024,1.138
1722,1205,Region 2,201202,174,108394,1731,1.597,0.904
1723,1205,Region 2,201203,149,105323,2170,2.06,1.147
1724,1205,Region 2,201204,141,108756,2121,1.95,1.09
1725,1205,Region 2,201205,127,105032,2079,1.979,1.13
1726,1205,Region 3,201140,220,113566,1340,1.18,1.161
1727,1205,Region 3,201141,226,115141,1424,1.237,1.18
1728,1205,Region 3,201142,223,119539,1415,1.184,1.104
1729,1205,Region 3,201143,224,116222,1508,1.298,1.254
1730,1205,Region 3,201144,230,114648,1546,1.348,1.287
1731,1205,Region 3,201145,233,117475,1681,1.431,1.382
1732,1205,Region 3,201146,224,115294,1644,1.426,1.43
1733,1205,Region 3,201147,226,97410,1472,1.511,1.578
1734,1205,Region 3,201148,221,112539,1726,1.534,1.491
1735,1205,Region 3,201149,225,110344,1544,1.399,1.347
1736,1205,Region 3,201150,213,108458,1664,1.534,1.506
1737,1205,Region 3,201151,213,100477,1657,1.649,1.804
1738,1205,Region 3,201152,214,98523,1904,1.933,2.141
1739,1205,Region 3,201201,215,104053,1757,1.689,1.743
1740,1205,Region 3,201202,205,105790,1439,1.36,1.469
1741,1205,Region 3,201203,204,102387,1537,1.501,1.437
1742,1205,Region 3,201204,198,109611,1480,1.35,1.211
1743,1205,Region 3,201205,176,98173,1569,1.598,1.478
1744,1205,Region 4,201140,347,139242,1731,1.243,1.116
1745,1205,Region 4,201141,345,143430,1798,1.254,1.136
1746,1205,Region 4,201142,358,139756,1781,1.274,1.245
1747,1205,Region 4,201143,358,134643,1787,1.327,1.274
1748,1205,Region 4,201144,346,135907,2008,1.477,1.516
1749,1205,Region 4,201145,368,143635,2229,1.552,1.515
1750,1205,Region 4,201146,354,137578,2010,1.461,1.41
1751,1205,Region 4,201147,365,113161,1931,1.706,1.663
1752,1205,Region 4,201148,363,139305,1907,1.369,1.298
1753,1205,Region 4,201149,345,120439,2000,1.661,1.686
1754,1205,Region 4,201150,343,118396,2125,1.795,1.729
1755,1205,Region 4,201151,328,101215,2254,2.227,2.078
1756,1205,Region 4,201152,335,91003,2413,2.652,2.366
1757,1205,Region 4,201201,332,108363,1909,1.762,1.701
1758,1205,Region 4,201202,328,125881,2044,1.624,1.585
1759,1205,Region 4,201203,328,120410,2158,1.792,1.799
1760,1205,Region 4,201204,319,128639,2017,1.568,1.51
1761,1205,Region 4,201205,281,102210,1734,1.697,1.538
1762,1205,Region 5,201140,272,97060,1109,1.143,0.929
1763,1205,Region 5,201141,275,99172,1084,1.093,0.924
1764,1205,Region 5,201142,278,95569,1067,1.116,1.021
1765,1205,Region 5,201143,277,97117,1044,1.075,0.967
1766,1205,Region 5,201144,283,97340,1156,1.188,1.059
1767,1205,Region 5,201145,282,95006,1119,1.178,1.093
1768,1205,Region 5,201146,280,95648,1092,1.142,0.992
1769,1205,Region 5,201147,282,73314,1038,1.416,1.217
1770,1205,Region 5,201148,281,94104,1065,1.132,1.021
1771,1205,Region 5,201149,274,89113,924,1.037,0.955
1772,1205,Region 5,201150,265,80761,1015,1.257,1.115
1773,1205,Region 5,201151,256,72282,1025,1.418,1.205
1774,1205,Region 5,201152,256,65461,1227,1.874,1.511
1775,1205,Region 5,201201,262,74437,1049,1.409,1.172
1776,1205,Region 5,201202,261,84005,1083,1.289,1.119
1777,1205,Region 5,201203,252,78746,1032,1.311,1.133
1778,1205,Region 5,201204,244,79603,1034,1.299,1.208
1779,1205,Region 5,201205,196,60490,951,1.572,1.364
1780,1205,Region 6,201140,155,68436,1352,1.976,1.864
1781,1205,Region 6,201141,154,67306,1207,1.793,1.669
1782,1205,Region 6,201142,162,68083,1376,2.021,1.944
1783,1205,Region 6,201143,152,68702,1382,2.012,1.884
1784,1205,Region 6,201144,163,72091,1465,2.032,1.875
1785,1205,Region 6,201145,153,68502,1403,2.048,2.004
1786,1205,Region 6,201146,153,70195,1634,2.328,2.247
1787,1205,Region 6,201147,151,54702,1289,2.356,2.157
1788,1205,Region 6,201148,147,65498,1504,2.296,2.202
1789,1205,Region 6,201149,149,57667,1228,2.129,2.028
1790,1205,Region 6,201150,143,61848,1457,2.356,2.176
1791,1205,Region 6,201151,141,57050,1360,2.384,2.258
1792,1205,Region 6,201152,133,51109,1285,2.514,2.321
1793,1205,Region 6,201201,149,61407,1419,2.311,2.159
1794,1205,Region 6,201202,141,61095,1245,2.038,1.95
1795,1205,Region 6,201203,141,62230,1328,2.134,2.071
1796,1205,Region 6,201204,142,66277,1515,2.286,2.299
1797,1205,Region 6,201205,121,60470,1409,2.33,2.352
1798,1205,Region 7,201140,95,24805,223,0.899,0.903
1799,1205,Region 7,201141,98,25313,211,0.834,0.858
1800,1205,Region 7,201142,98,24686,184,0.745,0.765
1801,1205,Region 7,201143,101,28155,280,0.994,0.987
1802,1205,Region 7,201144,102,27448,304,1.108,1.181
1803,1205,Region 7,201145,102,28140,253,0.899,0.91
1804,1205,Region 7,201146,100,27709,224,0.808,0.871
1805,1205,Region 7,201147,102,19417,171,0.881,0.902
1806,1205,Region 7,201148,103,28154,276,0.98,1.047
1807,1205,Region 7,201149,103,25988,212,0.816,0.849
1808,1205,Region 7,201150,96,22447,335,1.492,1.492
1809,1205,Region 7,201151,99,19329,271,1.402,1.472
1810,1205,Region 7,201152,97,18083,347,1.919,1.963
1811,1205,Region 7,201201,96,21030,287,1.365,1.494
1812,1205,Region 7,201202,97,24155,334,1.383,1.533
1813,1205,Region 7,201203,93,23746,378,1.592,1.686
1814,1205,Region 7,201204,88,24315,348,1.431,1.526
1815,1205,Region 7,201205,78,20149,445,2.209,2.404
1816,1205,Region 8,201140,109,48192,496,1.029,1.036
1817,1205,Region 8,201141,122,52934,523,0.988,0.868
1818,1205,Region 8,201142,125,53752,514,0.956,0.861
1819,1205,Region 8,201143,123,53072,532,1.002,0.91
1820,1205,Region 8,201144,125,51939,590,1.136,0.98
1821,1205,Region 8,201145,124,51894,595,1.147,0.997
1822,1205,Region 8,201146,122,53286,611,1.147,1.056
1823,1205,Region 8,201147,126,43471,577,1.327,1.091
1824,1205,Region 8,201148,122,52120,564,1.082,0.994
1825,1205,Region 8,201149,123,50860,539,1.06,0.964
1826,1205,Region 8,201150,122,51927,607,1.169,1.05
1827,1205,Region 8,201151,118,44264,545,1.231,1.084
1828,1205,Region 8,201152,113,40441,566,1.4,1.143
1829,1205,Region 8,201201,115,45523,585,1.285,1.056
1830,1205,Region 8,201202,117,49893,671,1.345,1.158
1831,1205,Region 8,201203,117,47732,637,1.335,1.175
1832,1205,Region 8,201204,111,50399,776,1.54,1.355
1833,1205,Region 8,201205,107,47423,893,1.883,1.619
1834,1205,Region 9,201140,203,80098,765,0.955,1.333
1835,1205,Region 9,201141,210,89153,902,1.012,1.579
1836,1205,Region 9,201142,206,84464,1029,1.218,1.83
1837,1205,Region 9,201143,210,85421,1062,1.243,1.762
1838,1205,Region 9,201144,212,77841,1195,1.535,1.981
1839,1205,Region 9,201145,212,81718,1095,1.34,1.779
1840,1205,Region 9,201146,207,87539,1347,1.539,2.14
1841,1205,Region 9,201147,211,68018,940,1.382,2.065
1842,1205,Region 9,201148,209,78508,851,1.084,1.3
1843,1205,Region 9,201149,209,69121,773,1.118,1.294
1844,1205,Region 9,201150,211,72541,860,1.186,1.579
1845,1205,Region 9,201151,199,55566,691,1.244,1.628
1846,1205,Region 9,201152,194,48931,683,1.396,1.929
1847,1205,Region 9,201201,188,53986,704,1.304,1.55
1848,1205,Region 9,201202,188,64587,765,1.184,1.521
1849,1205,Region 9,201203,182,60355,854,1.415,1.671
1850,1205,Region 9,201204,166,63571,1066,1.677,2.384
1851,1205,Region 9,201205,126,45922,814,1.773,2.276
1852,1205,Region 10,201140,43,13264,110,0.829,0.449
1853,1205,Region 10,201141,47,12878,126,0.978,0.715
1854,1205,Region 10,201142,48,13781,109,0.791,0.543
1855,1205,Region 10,201143,52,14456,135,0.934,0.715
1856,1205,Region 10,201144,51,13173,154,1.169,0.961
1857,1205,Region 10,201145,47,13023,136,1.044,0.774
1858,1205,Region 10,201146,47,13182,161,1.221,0.919
1859,1205,Region 10,201147,49,9498,119,1.253,1.275
1860,1205,Region 10,201148,49,13785,167,1.211,0.836
1861,1205,Region 10,201149,49,13357,121,0.906,0.62
1862,1205,Region 10,201150,46,10962,158,1.441,1.26
1863,1205,Region 10,201151,46,9467,137,1.447,1.626
1864,1205,Region 10,201152,48,8475,163,1.923,2.002
1865,1205,Region 10,201201,46,9786,149,1.523,1.715
1866,1205,Region 10,201202,44,11005,125,1.136,1.162
1867,1205,Region 10,201203,42,9009,145,1.61,1.689
1868,1205,Region 10,201204,42,10298,184,1.787,1.501
1869,1205,Region 10,201205,37,8442,179,2.12,2.375
1870,1206,National,201140,1797,755093,8753,1.159,1.118
1871,1206,National,201141,1832,773315,9226,1.193,1.155
1872,1206,National,201142,1850,770960,9359,1.214,1.244
1873,1206,National,201143,1845,768046,9656,1.257,1.256
1874,1206,National,201144,1865,762811,10638,1.395,1.395
1875,1206,National,201145,1880,776140,10890,1.403,1.373
1876,1206,National,201146,1835,778386,10998,1.413,1.431
1877,1206,National,201147,1854,617697,9836,1.592,1.544
1878,1206,National,201148,1839,759494,10784,1.42,1.302
1879,1206,National,201149,1827,711041,10479,1.474,1.46
1880,1206,National,201150,1793,701446,11410,1.627,1.635
1881,1206,National,201151,1762,617482,11203,1.814,1.835
1882,1206,National,201152,1733,561857,11707,2.084,2.12
1883,1206,National,201201,1772,639867,11030,1.724,1.74
1884,1206,National,201202,1743,695720,10423,1.498,1.544
1885,1206,National,201203,1743,670900,11147,1.661,1.636
1886,1206,National,201204,1717,727121,12318,1.694,1.777
1887,1206,National,201205,1626,689868,13028,1.888,1.988
1888,1206,National,201206,1319,605311,10567,1.746,1.866
1889,1206,Region 1,201140,148,50977,280,0.549,0.446
1890,1206,Region 1,201141,153,49158,401,0.816,0.699
1891,1206,Region 1,201142,157,55219,381,0.69,0.638
1892,1206,Region 1,201143,157,55737,432,0.775,0.681
1893,1206,Region 1,201144,155,55082,450,0.817,0.688
1894,1206,Region 1,201145,160,57355,471,0.821,0.733
1895,1206,Region 1,201146,157,58653,390,0.665,0.591
1896,1206,Region 1,201147,152,37901,335,0.884,0.679
1897,1206,Region 1,201148,156,57676,431,0.747,0.628
1898,1206,Region 1,201149,151,52505,377,0.718,0.632
1899,1206,Region 1,201150,157,53104,447,0.842,0.792
1900,1206,Region 1,201151,160,45146,447,0.99,0.868
1901,1206,Region 1,201152,150,34543,406,1.175,1.004
1902,1206,Region 1,201201,158,43042,417,0.969,0.926
1903,1206,Region 1,201202,153,47628,441,0.926,0.819
1904,1206,Region 1,201203,147,43429,420,0.967,0.91
1905,1206,Region 1,201204,139,49826,467,0.937,0.898
1906,1206,Region 1,201205,130,48425,426,0.88,0.828
1907,1206,Region 1,201206,110,42516,339,0.797,0.729
1908,1206,Region 2,201140,204,119254,1347,1.13,0.835
1909,1206,Region 2,201141,201,118627,1550,1.307,0.871
1910,1206,Region 2,201142,194,115986,1494,1.288,0.856
1911,1206,Region 2,201143,190,114366,1476,1.291,0.836
1912,1206,Region 2,201144,197,117145,1770,1.511,1.044
1913,1206,Region 2,201145,198,119239,1908,1.6,1.002
1914,1206,Region 2,201146,188,118727,1883,1.586,1.066
1915,1206,Region 2,201147,187,100540,1963,1.952,1.196
1916,1206,Region 2,201148,183,117080,2283,1.95,1.214
1917,1206,Region 2,201149,191,116016,2326,2.005,1.272
1918,1206,Region 2,201150,190,115497,2299,1.991,1.215
1919,1206,Region 2,201151,191,107259,2335,2.177,1.106
1920,1206,Region 2,201152,178,98109,2270,2.314,1.115
1921,1206,Region 2,201201,191,110299,2232,2.024,1.222
1922,1206,Region 2,201202,185,110332,1761,1.596,0.973
1923,1206,Region 2,201203,200,110260,2208,2.003,1.166
1924,1206,Region 2,201204,195,115371,2151,1.864,1.065
1925,1206,Region 2,201205,187,112481,2125,1.889,1.1
1926,1206,Region 2,201206,78,94940,1491,1.57,0.933
1927,1206,Region 3,201140,221,113765,1340,1.178,1.157
1928,1206,Region 3,201141,227,115344,1424,1.235,1.177
1929,1206,Region 3,201142,224,119664,1415,1.182,1.102
1930,1206,Region 3,201143,225,116377,1508,1.296,1.251
1931,1206,Region 3,201144,231,114845,1546,1.346,1.283
1932,1206,Region 3,201145,234,117628,1681,1.429,1.379
1933,1206,Region 3,201146,226,115830,1646,1.421,1.413
1934,1206,Region 3,201147,228,97638,1473,1.509,1.57
1935,1206,Region 3,201148,224,113067,1728,1.528,1.478
1936,1206,Region 3,201149,228,111003,1549,1.395,1.34
1937,1206,Region 3,201150,216,109061,1666,1.528,1.489
1938,1206,Region 3,201151,217,100900,1657,1.642,1.778
1939,1206,Region 3,201152,219,99159,1904,1.92,2.084
1940,1206,Region 3,201201,221,104938,1757,1.674,1.692
1941,1206,Region 3,201202,213,107959,1466,1.358,1.46
1942,1206,Region 3,201203,214,104932,1587,1.512,1.502
1943,1206,Region 3,201204,211,112732,1562,1.386,1.357
1944,1206,Region 3,201205,200,105787,1647,1.557,1.457
1945,1206,Region 3,201206,187,103782,1520,1.465,1.469
1946,1206,Region 4,201140,347,139242,1731,1.243,1.116
1947,1206,Region 4,201141,345,143430,1798,1.254,1.136
1948,1206,Region 4,201142,358,139756,1781,1.274,1.245
1949,1206,Region 4,201143,358,134643,1787,1.327,1.274
1950,1206,Region 4,201144,346,135907,2008,1.477,1.516
1951,1206,Region 4,201145,368,143635,2229,1.552,1.515
1952,1206,Region 4,201146,354,137578,2010,1.461,1.41
1953,1206,Region 4,201147,365,113161,1931,1.706,1.663
1954,1206,Region 4,201148,363,139305,1907,1.369,1.298
1955,1206,Region 4,201149,346,120495,2000,1.66,1.685
1956,1206,Region 4,201150,343,118396,2125,1.795,1.729
1957,1206,Region 4,201151,329,102029,2255,2.21,2.026
1958,1206,Region 4,201152,336,91963,2414,2.625,2.297
1959,1206,Region 4,201201,334,109449,1913,1.748,1.658
1960,1206,Region 4,201202,332,127713,2055,1.609,1.543
1961,1206,Region 4,201203,333,122256,2176,1.78,1.757
1962,1206,Region 4,201204,331,133317,2485,1.864,1.782
1963,1206,Region 4,201205,326,132817,2603,1.96,1.903
1964,1206,Region 4,201206,287,121444,2055,1.692,1.574
1965,1206,Region 5,201140,272,97060,1109,1.143,0.929
1966,1206,Region 5,201141,275,99172,1084,1.093,0.924
1967,1206,Region 5,201142,278,95569,1067,1.116,1.021
1968,1206,Region 5,201143,277,97117,1044,1.075,0.967
1969,1206,Region 5,201144,283,97340,1156,1.188,1.059
1970,1206,Region 5,201145,282,95006,1119,1.178,1.093
1971,1206,Region 5,201146,280,95648,1092,1.142,0.992
1972,1206,Region 5,201147,282,73314,1038,1.416,1.217
1973,1206,Region 5,201148,281,94104,1065,1.132,1.021
1974,1206,Region 5,201149,275,89363,925,1.035,0.954
1975,1206,Region 5,201150,266,80961,1015,1.254,1.113
1976,1206,Region 5,201151,258,72445,1025,1.415,1.203
1977,1206,Region 5,201152,259,65559,1228,1.873,1.51
1978,1206,Region 5,201201,266,74879,1049,1.401,1.167
1979,1206,Region 5,201202,265,84624,1086,1.283,1.117
1980,1206,Region 5,201203,258,79525,1035,1.301,1.126
1981,1206,Region 5,201204,256,84824,1147,1.352,1.217
1982,1206,Region 5,201205,231,77119,1282,1.662,1.378
1983,1206,Region 5,201206,191,59303,1016,1.713,1.525
1984,1206,Region 6,201140,155,68436,1352,1.976,1.864
1985,1206,Region 6,201141,154,67306,1207,1.793,1.669
1986,1206,Region 6,201142,162,68083,1376,2.021,1.944
1987,1206,Region 6,201143,152,68702,1382,2.012,1.884
1988,1206,Region 6,201144,163,72091,1465,2.032,1.875
1989,1206,Region 6,201145,153,68502,1403,2.048,2.004
1990,1206,Region 6,201146,154,70234,1634,2.327,2.246
1991,1206,Region 6,201147,152,54739,1289,2.355,2.155
1992,1206,Region 6,201148,149,65695,1504,2.289,2.197
1993,1206,Region 6,201149,151,57834,1228,2.123,2.023
1994,1206,Region 6,201150,145,62105,1457,2.346,2.168
1995,1206,Region 6,201151,143,57087,1360,2.382,2.256
1996,1206,Region 6,201152,135,51144,1285,2.513,2.319
1997,1206,Region 6,201201,152,61758,1419,2.298,2.147
1998,1206,Region 6,201202,144,61527,1245,2.024,1.936
1999,1206,Region 6,201203,145,62668,1328,2.119,2.056
2000,1206,Region 6,201204,147,67826,1520,2.241,2.246
2001,1206,Region 6,201205,135,64885,1581,2.437,2.5
2002,1206,Region 6,201206,130,57658,1425,2.471,2.474
2003,1206,Region 7,201140,95,24805,223,0.899,0.903
2004,1206,Region 7,201141,98,25313,211,0.834,0.858
2005,1206,Region 7,201142,98,24686,184,0.745,0.765
2006,1206,Region 7,201143,101,28155,280,0.994,0.987
2007,1206,Region 7,201144,102,27448,304,1.108,1.181
2008,1206,Region 7,201145,102,28140,253,0.899,0.91
2009,1206,Region 7,201146,100,27709,224,0.808,0.871
2010,1206,Region 7,201147,102,19417,171,0.881,0.902
2011,1206,Region 7,201148,103,28154,276,0.98,1.047
2012,1206,Region 7,201149,103,25988,212,0.816,0.849
2013,1206,Region 7,201150,96,22447,335,1.492,1.492
2014,1206,Region 7,201151,99,19329,271,1.402,1.472
2015,1206,Region 7,201152,97,18083,347,1.919,1.963
2016,1206,Region 7,201201,97,21253,287,1.35,1.461
2017,1206,Region 7,201202,98,24410,334,1.368,1.489
2018,1206,Region 7,201203,97,24258,378,1.558,1.604
2019,1206,Region 7,201204,97,26826,434,1.618,1.807
2020,1206,Region 7,201205,91,24227,571,2.357,2.636
2021,1206,Region 7,201206,72,19871,513,2.582,2.907
2022,1206,Region 8,201140,109,48192,496,1.029,1.036
2023,1206,Region 8,201141,122,52934,523,0.988,0.868
2024,1206,Region 8,201142,125,53752,514,0.956,0.861
2025,1206,Region 8,201143,123,53072,532,1.002,0.91
2026,1206,Region 8,201144,125,51939,590,1.136,0.98
2027,1206,Region 8,201145,124,51894,595,1.147,0.997
2028,1206,Region 8,201146,122,53286,611,1.147,1.056
2029,1206,Region 8,201147,126,43471,577,1.327,1.091
2030,1206,Region 8,201148,122,52120,564,1.082,0.994
2031,1206,Region 8,201149,123,50860,539,1.06,0.964
2032,1206,Region 8,201150,122,51927,607,1.169,1.05
2033,1206,Region 8,201151,118,44264,545,1.231,1.084
2034,1206,Region 8,201152,114,41227,580,1.407,1.157
2035,1206,Region 8,201201,116,46278,609,1.316,1.078
2036,1206,Region 8,201202,118,50677,690,1.362,1.172
2037,1206,Region 8,201203,118,48505,663,1.367,1.197
2038,1206,Region 8,201204,115,52220,805,1.542,1.366
2039,1206,Region 8,201205,113,49706,930,1.871,1.597
2040,1206,Region 8,201206,105,48988,948,1.935,1.678
2041,1206,Region 9,201140,203,80098,765,0.955,1.333
2042,1206,Region 9,201141,210,89153,902,1.012,1.579
2043,1206,Region 9,201142,206,84464,1038,1.229,1.834
2044,1206,Region 9,201143,210,85421,1080,1.264,1.769
2045,1206,Region 9,201144,212,77841,1195,1.535,1.981
2046,1206,Region 9,201145,212,81718,1095,1.34,1.779
2047,1206,Region 9,201146,207,87539,1347,1.539,2.14
2048,1206,Region 9,201147,211,68018,940,1.382,2.065
2049,1206,Region 9,201148,209,78508,859,1.094,1.303
2050,1206,Region 9,201149,210,73620,1202,1.633,2.215
2051,1206,Region 9,201150,212,76986,1301,1.69,2.52
2052,1206,Region 9,201151,201,59556,1171,1.966,3.028
2053,1206,Region 9,201152,197,53595,1110,2.071,3.646
2054,1206,Region 9,201201,191,58185,1198,2.059,2.96
2055,1206,Region 9,201202,191,69845,1220,1.747,2.503
2056,1206,Region 9,201203,189,66058,1207,1.827,2.37
2057,1206,Region 9,201204,182,73719,1558,2.113,3.105
2058,1206,Region 9,201205,168,63718,1653,2.594,3.39
2059,1206,Region 9,201206,125,47204,1098,2.326,3.028
2060,1206,Region 10,201140,43,13264,110,0.829,0.449
2061,1206,Region 10,201141,47,12878,126,0.978,0.715
2062,1206,Region 10,201142,48,13781,109,0.791,0.543
2063,1206,Region 10,201143,52,14456,135,0.934,0.715
2064,1206,Region 10,201144,51,13173,154,1.169,0.961
2065,1206,Region 10,201145,47,13023,136,1.044,0.774
2066,1206,Region 10,201146,47,13182,161,1.221,0.919
