index,Release_Week,Region,Week,Sites_Reporting,Total_Patient_Visits,Total_ILI,Perc_Unweighted_ILI,Perc_Weighted_ILI
4948,1217,Region 5,201212,245,89691,2148,2.395,1.898
4949,1217,Region 5,201213,242,88451,1507,1.704,1.364
4950,1217,Region 5,201214,228,80197,1369,1.707,1.377
4951,1217,Region 5,201215,217,81140,1258,1.55,1.15
4952,1217,Region 5,201216,212,79072,999,1.263,0.993
4953,1217,Region 5,201217,189,66730,702,1.052,0.779
4954,1217,Region 6,201140,155,68522,1354,1.976,1.864
4955,1217,Region 6,201141,154,67306,1207,1.793,1.669
4956,1217,Region 6,201142,162,68083,1376,2.021,1.944
4957,1217,Region 6,201143,153,69348,1388,2.001,1.872
4958,1217,Region 6,201144,164,72770,1472,2.023,1.866
4959,1217,Region 6,201145,154,69223,1420,2.051,2.007
4960,1217,Region 6,201146,156,71176,1644,2.31,2.229
4961,1217,Region 6,201147,154,55332,1296,2.342,2.143
4962,1217,Region 6,201148,153,67339,1510,2.242,2.153
4963,1217,Region 6,201149,155,59262,1239,2.091,1.991
4964,1217,Region 6,201150,149,63547,1471,2.315,2.138
4965,1217,Region 6,201151,147,58379,1380,2.364,2.24
4966,1217,Region 6,201152,140,52217,1297,2.484,2.294
4967,1217,Region 6,201201,158,63225,1434,2.268,2.123
4968,1217,Region 6,201202,152,63887,1371,2.146,2.069
4969,1217,Region 6,201203,151,64531,1444,2.238,2.182
4970,1217,Region 6,201204,156,70398,1630,2.315,2.345
4971,1217,Region 6,201205,150,68381,1696,2.48,2.569
4972,1217,Region 6,201206,155,75019,1920,2.559,2.594
4973,1217,Region 6,201207,153,71648,2136,2.981,3.043
4974,1217,Region 6,201208,155,69869,2183,3.124,3.316
4975,1217,Region 6,201209,151,76499,2541,3.322,3.49
4976,1217,Region 6,201210,146,64351,2102,3.266,3.4
4977,1217,Region 6,201211,149,67428,2591,3.843,4.171
4978,1217,Region 6,201212,145,69433,1964,2.829,2.972
4979,1217,Region 6,201213,138,70361,1802,2.561,2.558
4980,1217,Region 6,201214,129,64570,1531,2.371,2.34
4981,1217,Region 6,201215,132,67116,1352,2.014,1.923
4982,1217,Region 6,201216,130,67374,1342,1.992,1.939
4983,1217,Region 6,201217,109,63013,1171,1.858,1.861
4984,1217,Region 7,201140,97,25268,223,0.883,0.891
4985,1217,Region 7,201141,99,25605,211,0.824,0.852
4986,1217,Region 7,201142,99,24987,184,0.736,0.761
4987,1217,Region 7,201143,102,28461,280,0.984,0.961
4988,1217,Region 7,201144,104,27835,303,1.089,1.141
4989,1217,Region 7,201145,104,28409,255,0.898,0.909
4990,1217,Region 7,201146,102,27961,220,0.787,0.84
4991,1217,Region 7,201147,104,19581,166,0.848,0.862
4992,1217,Region 7,201148,105,28394,276,0.972,1.033
4993,1217,Region 7,201149,106,26397,212,0.803,0.822
4994,1217,Region 7,201150,99,22861,333,1.457,1.443
4995,1217,Region 7,201151,102,19694,269,1.366,1.414
4996,1217,Region 7,201152,100,18371,342,1.862,1.894
4997,1217,Region 7,201201,102,22751,313,1.376,1.48
4998,1217,Region 7,201202,104,26039,364,1.398,1.499
4999,1217,Region 7,201203,103,25804,407,1.577,1.601
5000,1217,Region 7,201204,106,28884,464,1.606,1.756
5001,1217,Region 7,201205,103,27410,641,2.339,2.599
5002,1217,Region 7,201206,101,27979,742,2.652,2.815
5003,1217,Region 7,201207,103,28052,839,2.991,3.166
5004,1217,Region 7,201208,97,26297,806,3.065,3.049
5005,1217,Region 7,201209,94,26659,916,3.436,3.463
5006,1217,Region 7,201210,96,26375,857,3.249,3.149
5007,1217,Region 7,201211,98,25080,679,2.707,2.655
5008,1217,Region 7,201212,93,22636,389,1.719,1.708
5009,1217,Region 7,201213,92,21148,265,1.253,1.225
5010,1217,Region 7,201214,86,21341,210,0.984,0.942
5011,1217,Region 7,201215,81,21593,170,0.787,0.845
5012,1217,Region 7,201216,74,21042,151,0.718,0.744
5013,1217,Region 7,201217,66,18579,92,0.495,0.552
5014,1217,Region 8,201140,111,51031,499,0.978,0.987
5015,1217,Region 8,201141,124,56530,528,0.934,0.826
5016,1217,Region 8,201142,127,57558,515,0.895,0.807
5017,1217,Region 8,201143,125,56685,537,0.947,0.857
5018,1217,Region 8,201144,127,55183,592,1.073,0.934
5019,1217,Region 8,201145,126,55188,600,1.087,0.963
5020,1217,Region 8,201146,124,56498,617,1.092,1.014
5021,1217,Region 8,201147,128,45821,580,1.266,1.058
5022,1217,Region 8,201148,124,55606,567,1.02,0.938
5023,1217,Region 8,201149,125,54157,547,1.01,0.918
5024,1217,Region 8,201150,124,55288,609,1.102,0.992
5025,1217,Region 8,201151,123,49744,566,1.138,1.027
5026,1217,Region 8,201152,119,46442,596,1.283,1.107
5027,1217,Region 8,201201,121,52009,633,1.217,1.054
5028,1217,Region 8,201202,124,57394,700,1.22,1.097
5029,1217,Region 8,201203,124,54604,680,1.245,1.134
5030,1217,Region 8,201204,123,58127,827,1.423,1.288
5031,1217,Region 8,201205,123,57359,989,1.724,1.499
5032,1217,Region 8,201206,119,57370,1010,1.761,1.557
5033,1217,Region 8,201207,123,57491,1084,1.886,1.64
5034,1217,Region 8,201208,119,56721,1182,2.084,1.851
5035,1217,Region 8,201209,119,63074,1209,1.917,1.702
5036,1217,Region 8,201210,120,58898,1175,1.995,1.794
5037,1217,Region 8,201211,115,55867,1326,2.373,2.203
5038,1217,Region 8,201212,116,55461,940,1.695,1.59
5039,1217,Region 8,201213,110,51207,853,1.666,1.469
5040,1217,Region 8,201214,115,50283,672,1.336,1.201
5041,1217,Region 8,201215,111,50697,631,1.245,1.136
5042,1217,Region 8,201216,109,52144,549,1.053,0.953
5043,1217,Region 8,201217,104,47459,539,1.136,0.993
5044,1217,Region 9,201140,206,80666,800,0.992,1.39
5045,1217,Region 9,201141,213,89586,934,1.043,1.634
5046,1217,Region 9,201142,209,84897,1082,1.274,1.914
5047,1217,Region 9,201143,213,85860,1127,1.313,1.851
5048,1217,Region 9,201144,215,78245,1248,1.595,2.063
5049,1217,Region 9,201145,217,82442,1133,1.374,1.827
5050,1217,Region 9,201146,213,88326,1391,1.575,2.191
5051,1217,Region 9,201147,218,68857,967,1.404,2.09
5052,1217,Region 9,201148,216,79559,908,1.141,1.384
5053,1217,Region 9,201149,217,74760,1238,1.656,2.225
5054,1217,Region 9,201150,220,78013,1350,1.73,2.556
5055,1217,Region 9,201151,211,60714,1214,2.0,3.041
5056,1217,Region 9,201152,206,54240,1157,2.133,3.65
5057,1217,Region 9,201201,206,60572,1266,2.09,2.98
5058,1217,Region 9,201202,210,74436,1315,1.767,2.443
5059,1217,Region 9,201203,209,70445,1272,1.806,2.306
5060,1217,Region 9,201204,210,80821,1657,2.05,2.908
5061,1217,Region 9,201205,214,77921,1892,2.428,3.158
5062,1217,Region 9,201206,210,80321,1838,2.288,2.842
5063,1217,Region 9,201207,204,76158,1932,2.537,3.163
5064,1217,Region 9,201208,203,68507,1912,2.791,3.597
5065,1217,Region 9,201209,204,71992,1850,2.57,3.108
5066,1217,Region 9,201210,202,65663,1403,2.137,2.427
5067,1217,Region 9,201211,205,65709,1598,2.432,2.781
5068,1217,Region 9,201212,198,63917,1537,2.405,2.539
5069,1217,Region 9,201213,199,64400,1687,2.62,3.39
5070,1217,Region 9,201214,182,63152,1644,2.603,2.725
5071,1217,Region 9,201215,169,44852,766,1.708,1.78
5072,1217,Region 9,201216,148,39689,580,1.461,1.497
5073,1217,Region 9,201217,119,40104,611,1.524,1.088
5074,1217,Region 10,201140,43,13264,110,0.829,0.449
5075,1217,Region 10,201141,47,12878,126,0.978,0.715
5076,1217,Region 10,201142,48,13781,109,0.791,0.543
5077,1217,Region 10,201143,52,14456,135,0.934,0.715
5078,1217,Region 10,201144,51,13173,154,1.169,0.961
5079,1217,Region 10,201145,47,13023,136,1.044,0.774
5080,1217,Region 10,201146,47,13182,161,1.221,0.919
5081,1217,Region 10,201147,49,9498,119,1.253,1.275
5082,1217,Region 10,201148,49,13785,167,1.211,0.836
5083,1217,Region 10,201149,49,13357,121,0.906,0.62
5084,1217,Region 10,201150,46,10962,158,1.441,1.26
5085,1217,Region 10,201151,47,9518,137,1.439,1.597
5086,1217,Region 10,201152,49,8475,163,1.923,2.002
5087,1217,Region 10,201201,47,9965,149,1.495,1.605
5088,1217,Region 10,201202,45,11730,126,1.074,0.983
5089,1217,Region 10,201203,45,9967,150,1.505,1.477
5090,1217,Region 10,201204,49,12222,198,1.62,1.357
5091,1217,Region 10,201205,51,12761,226,1.771,1.841
5092,1217,Region 10,201206,48,12820,206,1.607,1.675
5093,1217,Region 10,201207,50,12600,289,2.294,2.011
5094,1217,Region 10,201208,43,12207,218,1.786,1.767
5095,1217,Region 10,201209,46,13119,275,2.096,1.933
5096,1217,Region 10,201210,46,12764,266,2.084,2.268
5097,1217,Region 10,201211,45,11310,313,2.767,2.769
5098,1217,Region 10,201212,44,11203,334,2.981,2.463
5099,1217,Region 10,201213,41,9212,204,2.215,1.959
5100,1217,Region 10,201214,41,10297,239,2.321,1.993
5101,1217,Region 10,201215,41,10400,260,2.5,2.295
5102,1217,Region 10,201216,36,9293,232,2.497,2.412
5103,1217,Region 10,201217,28,6867,176,2.563,2.117
5104,1218,National,201140,1843,768007,9234,1.202,1.135
5105,1218,National,201141,1878,786518,9703,1.234,1.174
5106,1218,National,201142,1895,784348,9842,1.255,1.266
5107,1218,National,201143,1892,782005,10185,1.302,1.277
5108,1218,National,201144,1913,776447,11293,1.454,1.419
5109,1218,National,201145,1930,790567,11413,1.444,1.391
5110,1218,National,201146,1888,793773,11602,1.462,1.446
5111,1218,National,201147,1908,628772,10315,1.64,1.555
5112,1218,National,201148,1895,775517,11365,1.465,1.319
5113,1218,National,201149,1889,730500,11133,1.524,1.471
5114,1218,National,201150,1861,721850,12093,1.675,1.647
5115,1218,National,201151,1838,639579,11892,1.859,1.844
5116,1218,National,201152,1807,578784,12311,2.127,2.132
5117,1218,National,201201,1874,668690,11892,1.778,1.753
5118,1218,National,201202,1864,735794,11437,1.554,1.553
5119,1218,National,201203,1864,708891,11808,1.666,1.636
5120,1218,National,201204,1874,776537,13091,1.686,1.76
5121,1218,National,201205,1859,764685,14354,1.877,1.953
5122,1218,National,201206,1847,773203,14424,1.865,1.917
5123,1218,National,201207,1849,767681,15725,2.048,2.128
5124,1218,National,201208,1815,744583,15868,2.131,2.249
5125,1218,National,201209,1773,761243,16189,2.127,2.24
5126,1218,National,201210,1772,728106,15591,2.141,2.205
5127,1218,National,201211,1770,721307,16878,2.34,2.436
5128,1218,National,201212,1725,732915,14281,1.949,1.977
5129,1218,National,201213,1684,716889,12486,1.742,1.863
5130,1218,National,201214,1642,678173,11557,1.704,1.696
5131,1218,National,201215,1603,678209,10359,1.527,1.546
5132,1218,National,201216,1553,677157,9549,1.41,1.392
5133,1218,National,201217,1470,648893,8623,1.329,1.319
5134,1218,National,201218,1118,522239,7185,1.376,1.394
5135,1218,Region 1,201140,148,50977,280,0.549,0.446
5136,1218,Region 1,201141,153,49158,401,0.816,0.699
5137,1218,Region 1,201142,157,55219,381,0.69,0.638
5138,1218,Region 1,201143,157,55737,432,0.775,0.681
5139,1218,Region 1,201144,155,55082,450,0.817,0.688
5140,1218,Region 1,201145,160,57355,471,0.821,0.733
5141,1218,Region 1,201146,157,58653,390,0.665,0.591
5142,1218,Region 1,201147,152,37901,335,0.884,0.679
5143,1218,Region 1,201148,156,57676,431,0.747,0.628
5144,1218,Region 1,201149,151,52505,377,0.718,0.632
5145,1218,Region 1,201150,157,53104,447,0.842,0.792
5146,1218,Region 1,201151,160,45146,447,0.99,0.868
5147,1218,Region 1,201152,150,34543,406,1.175,1.004
5148,1218,Region 1,201201,160,43427,419,0.965,0.913
5149,1218,Region 1,201202,157,48533,454,0.935,0.802
5150,1218,Region 1,201203,156,46646,433,0.928,0.841
5151,1218,Region 1,201204,154,53716,486,0.905,0.823
5152,1218,Region 1,201205,153,53812,446,0.829,0.753
5153,1218,Region 1,201206,155,53556,439,0.82,0.808
5154,1218,Region 1,201207,157,54206,463,0.854,0.906
5155,1218,Region 1,201208,146,43663,423,0.969,0.941
5156,1218,Region 1,201209,143,48547,394,0.812,0.798
5157,1218,Region 1,201210,148,49262,366,0.743,0.777
5158,1218,Region 1,201211,148,43396,372,0.857,0.841
5159,1218,Region 1,201212,144,47488,453,0.954,0.843
5160,1218,Region 1,201213,140,49042,327,0.667,0.609
5161,1218,Region 1,201214,140,47272,406,0.859,0.758
5162,1218,Region 1,201215,136,46269,426,0.921,0.869
5163,1218,Region 1,201216,127,39098,352,0.9,0.802
5164,1218,Region 1,201217,115,41208,230,0.558,0.482
5165,1218,Region 1,201218,109,36884,183,0.496,0.492
5166,1218,Region 2,201140,227,123425,1672,1.355,0.915
5167,1218,Region 2,201141,225,122574,1868,1.524,0.954
5168,1218,Region 2,201142,217,119982,1813,1.511,0.933
5169,1218,Region 2,201143,214,118429,1822,1.538,0.92
5170,1218,Region 2,201144,221,121277,2222,1.832,1.154
5171,1218,Region 2,201145,222,123437,2248,1.821,1.076
5172,1218,Region 2,201146,212,123159,2285,1.855,1.159
5173,1218,Region 2,201147,211,103897,2306,2.22,1.286
5174,1218,Region 2,201148,207,121585,2663,2.19,1.296
5175,1218,Region 2,201149,216,122756,2746,2.237,1.352
5176,1218,Region 2,201150,215,122198,2731,2.235,1.299
5177,1218,Region 2,201151,215,113206,2775,2.451,1.199
5178,1218,Region 2,201152,201,102015,2645,2.593,1.196
5179,1218,Region 2,201201,218,114352,2619,2.29,1.308
5180,1218,Region 2,201202,212,114773,2131,1.857,1.059
5181,1218,Region 2,201203,212,111065,2211,1.991,1.155
5182,1218,Region 2,201204,210,116761,2155,1.846,1.048
5183,1218,Region 2,201205,210,116164,2157,1.857,1.111
5184,1218,Region 2,201206,207,116767,2130,1.824,1.068
5185,1218,Region 2,201207,207,116653,2176,1.865,1.106
5186,1218,Region 2,201208,207,115148,2391,2.076,1.33
5187,1218,Region 2,201209,203,119256,2216,1.858,1.231
5188,1218,Region 2,201210,201,120260,2205,1.834,1.318
5189,1218,Region 2,201211,199,121258,2465,2.033,1.342
5190,1218,Region 2,201212,192,122133,2344,1.919,1.2
5191,1218,Region 2,201213,185,117955,2171,1.841,1.105
5192,1218,Region 2,201214,178,112418,2156,1.918,1.246
5193,1218,Region 2,201215,179,111541,1995,1.789,1.072
5194,1218,Region 2,201216,166,117101,1969,1.681,1.085
5195,1218,Region 2,201217,165,107394,1601,1.491,0.896
5196,1218,Region 2,201218,101,97805,1663,1.7,1.166
5197,1218,Region 3,201140,221,113765,1340,1.178,1.157
5198,1218,Region 3,201141,227,115344,1424,1.235,1.177
5199,1218,Region 3,201142,224,119664,1415,1.182,1.102
5200,1218,Region 3,201143,225,116377,1508,1.296,1.251
5201,1218,Region 3,201144,231,114845,1546,1.346,1.283
5202,1218,Region 3,201145,234,117628,1681,1.429,1.379
5203,1218,Region 3,201146,227,116691,1662,1.424,1.407
5204,1218,Region 3,201147,229,98416,1487,1.511,1.564
5205,1218,Region 3,201148,225,113793,1740,1.529,1.474
5206,1218,Region 3,201149,229,111729,1562,1.398,1.341
5207,1218,Region 3,201150,219,110019,1692,1.538,1.505
5208,1218,Region 3,201151,220,101894,1681,1.65,1.777
5209,1218,Region 3,201152,222,99881,1938,1.94,2.143
5210,1218,Region 3,201201,225,106277,1779,1.674,1.697
5211,1218,Region 3,201202,221,110162,1518,1.378,1.516
5212,1218,Region 3,201203,224,107408,1645,1.532,1.569
5213,1218,Region 3,201204,224,116885,1655,1.416,1.474
5214,1218,Region 3,201205,219,113071,1746,1.544,1.534
5215,1218,Region 3,201206,218,115301,1674,1.452,1.604
5216,1218,Region 3,201207,214,113088,1823,1.612,1.709
5217,1218,Region 3,201208,212,113434,1739,1.533,1.548
5218,1218,Region 3,201209,206,109439,1670,1.526,1.733
5219,1218,Region 3,201210,215,110399,1714,1.553,1.612
5220,1218,Region 3,201211,211,110016,1678,1.525,1.866
5221,1218,Region 3,201212,205,115226,1592,1.382,1.445
5222,1218,Region 3,201213,197,110085,1435,1.304,1.417
5223,1218,Region 3,201214,198,104642,1306,1.248,1.312
5224,1218,Region 3,201215,193,107287,1236,1.152,1.206
5225,1218,Region 3,201216,194,110965,1159,1.044,0.998
5226,1218,Region 3,201217,185,104046,1047,1.006,0.909
5227,1218,Region 3,201218,156,87990,974,1.107,1.143
5228,1218,Region 4,201140,349,139548,1741,1.248,1.119
5229,1218,Region 4,201141,347,143606,1805,1.257,1.139
5230,1218,Region 4,201142,360,140055,1783,1.273,1.245
5231,1218,Region 4,201143,360,134953,1791,1.327,1.275
5232,1218,Region 4,201144,348,136247,2019,1.482,1.52
5233,1218,Region 4,201145,370,143922,2233,1.552,1.516
5234,1218,Region 4,201146,356,137888,2014,1.461,1.41
5235,1218,Region 4,201147,367,113293,1932,1.705,1.662
5236,1218,Region 4,201148,365,139576,1911,1.369,1.299
5237,1218,Region 4,201149,350,120945,2003,1.656,1.684
5238,1218,Region 4,201150,349,119500,2129,1.782,1.72
5239,1218,Region 4,201151,336,102559,2255,2.199,2.014
5240,1218,Region 4,201152,343,92241,2422,2.626,2.298
5241,1218,Region 4,201201,352,115799,2062,1.781,1.64
5242,1218,Region 4,201202,353,136242,2220,1.629,1.508
5243,1218,Region 4,201203,356,130537,2335,1.789,1.729
5244,1218,Region 4,201204,357,141292,2598,1.839,1.763
5245,1218,Region 4,201205,363,145681,2919,2.004,1.876
5246,1218,Region 4,201206,362,143487,2999,2.09,1.937
5247,1218,Region 4,201207,363,142851,3126,2.188,2.07
5248,1218,Region 4,201208,363,144168,2884,2.0,1.991
5249,1218,Region 4,201209,350,140073,2976,2.125,2.074
5250,1218,Region 4,201210,350,130152,3048,2.342,2.293
5251,1218,Region 4,201211,342,132012,3042,2.304,2.179
5252,1218,Region 4,201212,336,134838,2578,1.912,1.904
5253,1218,Region 4,201213,332,134003,2228,1.663,1.723
5254,1218,Region 4,201214,327,119790,2005,1.674,1.646
5255,1218,Region 4,201215,318,125427,1746,1.392,1.462
5256,1218,Region 4,201216,314,124056,1720,1.386,1.415
5257,1218,Region 4,201217,293,117560,1498,1.274,1.375
5258,1218,Region 4,201218,227,85374,947,1.109,1.11
5259,1218,Region 5,201140,286,101541,1215,1.197,0.943
5260,1218,Region 5,201141,289,103931,1199,1.154,0.945
5261,1218,Region 5,201142,292,100122,1184,1.183,1.047
5262,1218,Region 5,201143,291,101699,1165,1.146,0.994
5263,1218,Region 5,201144,297,101790,1287,1.264,1.092
5264,1218,Region 5,201145,296,99940,1236,1.237,1.116
5265,1218,Region 5,201146,294,100239,1218,1.215,1.02
5266,1218,Region 5,201147,296,76176,1127,1.479,1.241
5267,1218,Region 5,201148,295,98204,1192,1.214,1.058
5268,1218,Region 5,201149,291,94632,1088,1.15,1.01
5269,1218,Region 5,201150,283,86358,1173,1.358,1.153
5270,1218,Region 5,201151,277,78725,1168,1.484,1.251
5271,1218,Region 5,201152,277,70359,1345,1.912,1.541
5272,1218,Region 5,201201,285,80313,1218,1.517,1.244
5273,1218,Region 5,201202,286,92598,1238,1.337,1.154
5274,1218,Region 5,201203,284,87884,1231,1.401,1.177
5275,1218,Region 5,201204,285,97431,1421,1.458,1.275
5276,1218,Region 5,201205,273,92125,1642,1.782,1.459
5277,1218,Region 5,201206,272,90583,1466,1.618,1.385
5278,1218,Region 5,201207,275,94934,1857,1.956,1.557
5279,1218,Region 5,201208,269,94487,2128,2.252,1.776
5280,1218,Region 5,201209,256,92493,2139,2.313,1.817
5281,1218,Region 5,201210,245,89671,2454,2.737,2.057
5282,1218,Region 5,201211,254,88887,2808,3.159,2.416
5283,1218,Region 5,201212,247,90174,2149,2.383,1.89
5284,1218,Region 5,201213,244,88935,1507,1.694,1.356
5285,1218,Region 5,201214,233,81336,1381,1.698,1.384
5286,1218,Region 5,201215,222,82358,1266,1.537,1.149
5287,1218,Region 5,201216,225,85076,1141,1.341,1.028
5288,1218,Region 5,201217,216,78490,1004,1.279,0.945
5289,1218,Region 5,201218,159,53630,680,1.268,1.063
5290,1218,Region 6,201140,155,68522,1354,1.976,1.864
5291,1218,Region 6,201141,154,67306,1207,1.793,1.669
5292,1218,Region 6,201142,162,68083,1376,2.021,1.944
5293,1218,Region 6,201143,153,69348,1388,2.001,1.872
5294,1218,Region 6,201144,164,72770,1472,2.023,1.866
5295,1218,Region 6,201145,154,69223,1420,2.051,2.007
5296,1218,Region 6,201146,156,71176,1644,2.31,2.229
5297,1218,Region 6,201147,154,55332,1296,2.342,2.143
5298,1218,Region 6,201148,153,67339,1510,2.242,2.153
5299,1218,Region 6,201149,155,59262,1239,2.091,1.991
5300,1218,Region 6,201150,149,63547,1471,2.315,2.138
5301,1218,Region 6,201151,147,58379,1380,2.364,2.24
5302,1218,Region 6,201152,140,52217,1297,2.484,2.294
5303,1218,Region 6,201201,158,63225,1434,2.268,2.123
5304,1218,Region 6,201202,152,63887,1371,2.146,2.069
5305,1218,Region 6,201203,151,64531,1444,2.238,2.182
5306,1218,Region 6,201204,156,70398,1630,2.315,2.345
5307,1218,Region 6,201205,150,68381,1696,2.48,2.569
5308,1218,Region 6,201206,155,75019,1920,2.559,2.594
5309,1218,Region 6,201207,153,71648,2136,2.981,3.043
5310,1218,Region 6,201208,155,69869,2183,3.124,3.316
5311,1218,Region 6,201209,151,76499,2541,3.322,3.49
5312,1218,Region 6,201210,146,64351,2102,3.266,3.4
5313,1218,Region 6,201211,149,67428,2591,3.843,4.171
5314,1218,Region 6,201212,145,69433,1964,2.829,2.972
5315,1218,Region 6,201213,138,70361,1802,2.561,2.558
5316,1218,Region 6,201214,131,64738,1532,2.366,2.334
5317,1218,Region 6,201215,134,67328,1352,2.008,1.916
5318,1218,Region 6,201216,133,67720,1371,2.025,1.976
5319,1218,Region 6,201217,123,65553,1268,1.934,1.936
5320,1218,Region 6,201218,110,58001,1179,2.033,2.033
5321,1218,Region 7,201140,97,25268,223,0.883,0.891
5322,1218,Region 7,201141,99,25605,211,0.824,0.852
5323,1218,Region 7,201142,99,24987,184,0.736,0.761
5324,1218,Region 7,201143,102,28461,280,0.984,0.961
5325,1218,Region 7,201144,104,27835,303,1.089,1.141
5326,1218,Region 7,201145,104,28409,255,0.898,0.909
5327,1218,Region 7,201146,102,27961,220,0.787,0.84
5328,1218,Region 7,201147,104,19581,166,0.848,0.862
5329,1218,Region 7,201148,105,28394,276,0.972,1.033
5330,1218,Region 7,201149,106,26397,212,0.803,0.822
5331,1218,Region 7,201150,99,22861,333,1.457,1.443
5332,1218,Region 7,201151,102,19694,269,1.366,1.414
5333,1218,Region 7,201152,100,18371,342,1.862,1.894
5334,1218,Region 7,201201,102,22751,313,1.376,1.48
5335,1218,Region 7,201202,104,26039,364,1.398,1.499
5336,1218,Region 7,201203,103,25804,407,1.577,1.601
5337,1218,Region 7,201204,106,28884,464,1.606,1.756
5338,1218,Region 7,201205,103,27410,641,2.339,2.599
5339,1218,Region 7,201206,101,27979,742,2.652,2.815
5340,1218,Region 7,201207,103,28052,839,2.991,3.166
5341,1218,Region 7,201208,97,26297,806,3.065,3.049
5342,1218,Region 7,201209,94,26659,916,3.436,3.463
5343,1218,Region 7,201210,97,26511,857,3.233,3.139
5344,1218,Region 7,201211,99,25202,679,2.694,2.648
5345,1218,Region 7,201212,94,22674,389,1.716,1.706
5346,1218,Region 7,201213,93,21265,265,1.246,1.223
5347,1218,Region 7,201214,88,21691,210,0.968,0.917
5348,1218,Region 7,201215,86,22185,170,0.766,0.821
5349,1218,Region 7,201216,80,21575,152,0.705,0.739
5350,1218,Region 7,201217,78,21948,147,0.67,0.753
5351,1218,Region 7,201218,58,15601,62,0.397,0.465
5352,1218,Region 8,201140,111,51031,499,0.978,0.987
5353,1218,Region 8,201141,124,56530,528,0.934,0.826
5354,1218,Region 8,201142,127,57558,515,0.895,0.807
5355,1218,Region 8,201143,125,56685,537,0.947,0.857
5356,1218,Region 8,201144,127,55183,592,1.073,0.934
5357,1218,Region 8,201145,126,55188,600,1.087,0.963
5358,1218,Region 8,201146,124,56498,617,1.092,1.014
5359,1218,Region 8,201147,128,45821,580,1.266,1.058
5360,1218,Region 8,201148,124,55606,567,1.02,0.938
5361,1218,Region 8,201149,125,54157,547,1.01,0.918
5362,1218,Region 8,201150,124,55288,609,1.102,0.992
5363,1218,Region 8,201151,123,49744,566,1.138,1.027
5364,1218,Region 8,201152,119,46442,596,1.283,1.107
5365,1218,Region 8,201201,121,52009,633,1.217,1.054
5366,1218,Region 8,201202,124,57394,700,1.22,1.097
5367,1218,Region 8,201203,124,54604,680,1.245,1.134
5368,1218,Region 8,201204,123,58127,827,1.423,1.288
5369,1218,Region 8,201205,123,57359,989,1.724,1.499
5370,1218,Region 8,201206,119,57370,1010,1.761,1.557
5371,1218,Region 8,201207,123,57491,1084,1.886,1.64
5372,1218,Region 8,201208,119,56721,1182,2.084,1.851
5373,1218,Region 8,201209,119,63074,1209,1.917,1.702
5374,1218,Region 8,201210,120,58898,1175,1.995,1.794
5375,1218,Region 8,201211,115,55867,1326,2.373,2.203
5376,1218,Region 8,201212,116,55461,940,1.695,1.59
5377,1218,Region 8,201213,111,51277,856,1.669,1.471
5378,1218,Region 8,201214,116,50353,673,1.337,1.201
5379,1218,Region 8,201215,112,50772,631,1.243,1.135
5380,1218,Region 8,201216,112,52500,552,1.051,0.946
5381,1218,Region 8,201217,109,48783,546,1.119,0.983
5382,1218,Region 8,201218,70,37802,411,1.087,0.866
5383,1218,Region 9,201140,206,80666,800,0.992,1.39
5384,1218,Region 9,201141,213,89586,934,1.043,1.634
5385,1218,Region 9,201142,209,84897,1082,1.274,1.914
5386,1218,Region 9,201143,213,85860,1127,1.313,1.851
5387,1218,Region 9,201144,215,78245,1248,1.595,2.063
5388,1218,Region 9,201145,217,82442,1133,1.374,1.827
5389,1218,Region 9,201146,213,88326,1391,1.575,2.191
5390,1218,Region 9,201147,218,68857,967,1.404,2.09
5391,1218,Region 9,201148,216,79559,908,1.141,1.384
5392,1218,Region 9,201149,217,74760,1238,1.656,2.225
5393,1218,Region 9,201150,220,78013,1350,1.73,2.556
5394,1218,Region 9,201151,211,60714,1214,2.0,3.041
5395,1218,Region 9,201152,206,54240,1157,2.133,3.65
5396,1218,Region 9,201201,206,60572,1266,2.09,2.98
5397,1218,Region 9,201202,210,74436,1315,1.767,2.443
5398,1218,Region 9,201203,209,70445,1272,1.806,2.306
5399,1218,Region 9,201204,210,80821,1657,2.05,2.908
5400,1218,Region 9,201205,214,77921,1892,2.428,3.158
5401,1218,Region 9,201206,210,80321,1838,2.288,2.842
5402,1218,Region 9,201207,204,76158,1932,2.537,3.163
5403,1218,Region 9,201208,203,68507,1912,2.791,3.597
5404,1218,Region 9,201209,204,71992,1850,2.57,3.108
5405,1218,Region 9,201210,203,65754,1404,2.135,2.427
5406,1218,Region 9,201211,206,65797,1603,2.436,2.782
5407,1218,Region 9,201212,200,64197,1538,2.396,2.537
5408,1218,Region 9,201213,201,64652,1688,2.611,3.387
5409,1218,Region 9,201214,187,64333,1647,2.56,2.684
5410,1218,Region 9,201215,179,53314,1272,2.386,2.625
5411,1218,Region 9,201216,161,48141,896,1.861,1.986
5412,1218,Region 9,201217,149,53694,1087,2.024,2.027
5413,1218,Region 9,201218,101,41415,950,2.294,2.531
5414,1218,Region 10,201140,43,13264,110,0.829,0.449
5415,1218,Region 10,201141,47,12878,126,0.978,0.715
5416,1218,Region 10,201142,48,13781,109,0.791,0.543
5417,1218,Region 10,201143,52,14456,135,0.934,0.715
5418,1218,Region 10,201144,51,13173,154,1.169,0.961
5419,1218,Region 10,201145,47,13023,136,1.044,0.774
5420,1218,Region 10,201146,47,13182,161,1.221,0.919
